xsite,xfileyear,xfilemonth,N
CLEVELAND,2018,7,822
CLEVELAND,2018,8,835
CLEVELAND,2018,9,721
CLEVELAND,2018,10,769
CLEVELAND,2018,11,644
CLEVELAND,2018,12,536
CLEVELAND,2019,1,605
CLEVELAND,2019,2,690
CLEVELAND,2019,3,590
CLEVELAND,2019,4,583
CLEVELAND,2019,5,734
CLEVELAND,2019,6,652
CLEVELAND,2019,7,806
CLEVELAND,2019,8,720
CLEVELAND,2019,9,659
CLEVELAND,2019,10,745
CLEVELAND,2019,11,536
CLEVELAND,2019,12,648
COLUMBUS,2012,1,1698
COLUMBUS,2012,2,1258
COLUMBUS,2012,3,1290
COLUMBUS,2012,4,1473
COLUMBUS,2012,5,1780
COLUMBUS,2012,6,1759
COLUMBUS,2012,7,878
COLUMBUS,2012,8,1837
COLUMBUS,2012,9,2441
COLUMBUS,2012,10,1364
COLUMBUS,2012,11,1351
COLUMBUS,2012,12,1110
COLUMBUS,2013,1,1574
COLUMBUS,2013,2,1385
COLUMBUS,2013,3,1739
COLUMBUS,2013,4,1392
COLUMBUS,2013,5,1617
COLUMBUS,2013,6,985
COLUMBUS,2013,7,1682
COLUMBUS,2013,8,1598
COLUMBUS,2013,9,1671
COLUMBUS,2013,10,2568
COLUMBUS,2013,11,743
COLUMBUS,2013,12,1410
COLUMBUS,2015,1,1590
COLUMBUS,2015,2,1396
COLUMBUS,2015,3,1833
COLUMBUS,2015,4,1262
COLUMBUS,2015,5,1470
COLUMBUS,2015,6,1516
COLUMBUS,2015,7,2393
COLUMBUS,2015,8,1555
COLUMBUS,2015,9,1502
COLUMBUS,2015,10,1360
COLUMBUS,2015,11,925
COLUMBUS,2015,12,1554
DALLAS,2017,1,3503
DALLAS,2017,2,3029
DALLAS,2017,3,2495
DALLAS,2017,4,2835
DALLAS,2017,5,3093
DALLAS,2017,6,3419
DALLAS,2017,7,3579
DALLAS,2017,8,3398
DALLAS,2017,9,3355
DALLAS,2017,10,3393
DALLAS,2017,11,3060
DALLAS,2017,12,3008
DALLAS,2018,1,3797
DALLAS,2018,2,3029
DALLAS,2018,3,2446
DALLAS,2018,4,2886
DALLAS,2018,5,3231
DALLAS,2018,6,3338
DALLAS,2018,7,3472
DALLAS,2018,8,3735
DALLAS,2018,9,3571
DALLAS,2018,10,3747
DALLAS,2018,11,3306
DALLAS,2018,12,3246
DALLAS,2019,1,3946
DALLAS,2019,2,3379
DALLAS,2019,3,2625
DALLAS,2019,4,3320
DALLAS,2019,5,3616
DALLAS,2019,6,3672
DALLAS,2019,7,3907
DALLAS,2019,8,3967
DALLAS,2019,9,3940
DALLAS,2019,10,3821
DALLAS,2019,11,3391
DALLAS,2019,12,3523
FLORIDA,2012,1,3235
FLORIDA,2012,2,2536
FLORIDA,2012,3,2545
FLORIDA,2012,4,2760
FLORIDA,2012,5,3253
FLORIDA,2012,6,3450
FLORIDA,2012,7,3535
FLORIDA,2012,8,3604
FLORIDA,2012,9,3280
FLORIDA,2012,10,3513
FLORIDA,2012,11,2784
FLORIDA,2012,12,2647
FLORIDA,2013,1,3596
FLORIDA,2013,2,2797
FLORIDA,2013,3,2422
FLORIDA,2013,4,2891
FLORIDA,2013,5,3298
FLORIDA,2013,6,3384
FLORIDA,2013,7,3565
FLORIDA,2013,8,3610
FLORIDA,2013,9,3341
FLORIDA,2013,10,3576
FLORIDA,2013,11,2902
FLORIDA,2013,12,3112
FLORIDA,2014,1,3543
FLORIDA,2014,2,2685
FLORIDA,2014,3,2494
FLORIDA,2014,4,2774
FLORIDA,2014,5,3206
FLORIDA,2014,6,3525
FLORIDA,2014,7,3753
FLORIDA,2014,8,3450
FLORIDA,2014,9,3401
FLORIDA,2014,10,3487
FLORIDA,2014,11,2629
FLORIDA,2014,12,3016
FLORIDA,2015,1,3499
FLORIDA,2015,2,2454
FLORIDA,2015,3,2597
FLORIDA,2015,4,2811
FLORIDA,2015,5,3029
FLORIDA,2015,6,3460
FLORIDA,2015,7,3520
FLORIDA,2015,8,3262
FLORIDA,2015,9,3326
FLORIDA,2015,10,3338
FLORIDA,2015,11,2561
FLORIDA,2015,12,2920
FLORIDA,2016,1,3160
FLORIDA,2016,2,2654
FLORIDA,2016,3,2560
FLORIDA,2016,4,2630
FLORIDA,2016,5,2848
FLORIDA,2016,6,3151
FLORIDA,2016,7,3108
FLORIDA,2016,8,3311
FLORIDA,2016,9,3191
FLORIDA,2016,10,3033
FLORIDA,2016,11,2923
FLORIDA,2016,12,2754
FLORIDA,2017,1,3183
FLORIDA,2017,2,2606
FLORIDA,2017,3,2475
FLORIDA,2017,4,2323
FLORIDA,2017,5,2870
FLORIDA,2017,6,3151
FLORIDA,2017,7,3108
FLORIDA,2017,8,3329
FLORIDA,2017,9,2684
FLORIDA,2017,10,3753
FLORIDA,2017,11,2913
FLORIDA,2017,12,2739
FLORIDA,2018,1,3242
FLORIDA,2018,2,2460
FLORIDA,2018,3,2361
FLORIDA,2018,4,2524
FLORIDA,2018,5,2786
FLORIDA,2018,6,2921
FLORIDA,2018,7,2989
FLORIDA,2018,8,3139
FLORIDA,2018,9,2734
FLORIDA,2018,10,3206
FLORIDA,2018,11,2754
FLORIDA,2018,12,2587
FLORIDA,2019,1,3010
FLORIDA,2019,2,2487
FLORIDA,2019,3,2119
FLORIDA,2019,4,2126
FLORIDA,2019,5,2480
FLORIDA,2019,6,2539
FLORIDA,2019,7,2869
FLORIDA,2019,8,2848
FLORIDA,2019,9,2754
FLORIDA,2019,10,2921
FLORIDA,2019,11,2435
FLORIDA,2019,12,2511
FORTLAUDERDALE,2012,1,1530
FORTLAUDERDALE,2012,2,1183
FORTLAUDERDALE,2012,3,1153
FORTLAUDERDALE,2012,4,1234
FORTLAUDERDALE,2012,5,1528
FORTLAUDERDALE,2012,6,1610
FORTLAUDERDALE,2012,7,1677
FORTLAUDERDALE,2012,8,1849
FORTLAUDERDALE,2012,9,1588
FORTLAUDERDALE,2012,10,1850
FORTLAUDERDALE,2012,11,1490
FORTLAUDERDALE,2012,12,1407
FORTLAUDERDALE,2013,1,1801
FORTLAUDERDALE,2013,2,1430
FORTLAUDERDALE,2013,3,1219
FORTLAUDERDALE,2013,4,1250
FORTLAUDERDALE,2013,5,1547
FORTLAUDERDALE,2013,6,1617
FORTLAUDERDALE,2013,7,1808
FORTLAUDERDALE,2013,8,1826
FORTLAUDERDALE,2013,9,1609
FORTLAUDERDALE,2013,10,1906
FORTLAUDERDALE,2013,11,1286
FORTLAUDERDALE,2013,12,1554
FORTLAUDERDALE,2014,1,1770
FORTLAUDERDALE,2014,2,1322
FORTLAUDERDALE,2014,3,1261
FORTLAUDERDALE,2014,4,1385
FORTLAUDERDALE,2014,5,1540
FORTLAUDERDALE,2014,6,1662
FORTLAUDERDALE,2014,7,1755
FORTLAUDERDALE,2014,8,1690
FORTLAUDERDALE,2014,9,1697
FORTLAUDERDALE,2014,10,1750
FORTLAUDERDALE,2014,11,1234
FORTLAUDERDALE,2014,12,1492
FORTLAUDERDALE,2015,1,1690
FORTLAUDERDALE,2015,2,1192
FORTLAUDERDALE,2015,3,1162
FORTLAUDERDALE,2015,4,1258
FORTLAUDERDALE,2015,5,1349
FORTLAUDERDALE,2015,6,1532
FORTLAUDERDALE,2015,7,1694
FORTLAUDERDALE,2015,8,1513
FORTLAUDERDALE,2015,9,1446
FORTLAUDERDALE,2015,10,1731
FORTLAUDERDALE,2015,11,1312
FORTLAUDERDALE,2015,12,1459
FORTLAUDERDALE,2016,1,1481
FORTLAUDERDALE,2016,2,1268
FORTLAUDERDALE,2016,3,1176
FORTLAUDERDALE,2016,4,1298
FORTLAUDERDALE,2016,5,1338
FORTLAUDERDALE,2016,6,1513
FORTLAUDERDALE,2016,7,1410
FORTLAUDERDALE,2016,8,1663
FORTLAUDERDALE,2016,9,1556
FORTLAUDERDALE,2016,10,1394
FORTLAUDERDALE,2016,11,1440
FORTLAUDERDALE,2016,12,1349
FORTLAUDERDALE,2017,1,1429
FORTLAUDERDALE,2017,2,1264
FORTLAUDERDALE,2017,3,1110
FORTLAUDERDALE,2017,4,950
FORTLAUDERDALE,2017,5,1239
FORTLAUDERDALE,2017,6,1429
FORTLAUDERDALE,2017,7,1391
FORTLAUDERDALE,2017,8,1532
FORTLAUDERDALE,2017,9,775
FORTLAUDERDALE,2017,10,1736
FORTLAUDERDALE,2017,11,1218
FORTLAUDERDALE,2017,12,1309
FORTLAUDERDALE,2018,1,1554
FORTLAUDERDALE,2018,2,1227
FORTLAUDERDALE,2018,3,1044
FORTLAUDERDALE,2018,4,1067
FORTLAUDERDALE,2018,5,1309
FORTLAUDERDALE,2018,6,1316
FORTLAUDERDALE,2018,7,1375
FORTLAUDERDALE,2018,8,1482
FORTLAUDERDALE,2018,9,1213
FORTLAUDERDALE,2018,10,1561
FORTLAUDERDALE,2018,11,1187
FORTLAUDERDALE,2018,12,1216
FORTLAUDERDALE,2019,1,1485
FORTLAUDERDALE,2019,2,1274
FORTLAUDERDALE,2019,3,983
FORTLAUDERDALE,2019,4,981
FORTLAUDERDALE,2019,5,1213
FORTLAUDERDALE,2019,6,1190
FORTLAUDERDALE,2019,7,1334
FORTLAUDERDALE,2019,8,1357
FORTLAUDERDALE,2019,9,1278
FORTLAUDERDALE,2019,10,1395
FORTLAUDERDALE,2019,11,1237
FORTLAUDERDALE,2019,12,1182
FORTWORTH,2016,1,598
FORTWORTH,2016,2,509
FORTWORTH,2016,3,476
FORTWORTH,2016,4,537
FORTWORTH,2016,5,589
FORTWORTH,2016,6,597
FORTWORTH,2016,7,614
FORTWORTH,2016,8,659
FORTWORTH,2016,9,675
FORTWORTH,2016,10,699
FORTWORTH,2016,11,617
FORTWORTH,2016,12,645
FORTWORTH,2017,1,699
FORTWORTH,2017,2,679
FORTWORTH,2017,3,523
FORTWORTH,2017,4,582
FORTWORTH,2017,5,685
FORTWORTH,2017,6,702
FORTWORTH,2017,7,680
FORTWORTH,2017,8,751
FORTWORTH,2017,9,766
FORTWORTH,2017,10,768
FORTWORTH,2017,11,736
FORTWORTH,2017,12,662
FORTWORTH,2018,1,3253
FORTWORTH,2018,2,2767
FORTWORTH,2018,3,2175
FORTWORTH,2018,4,2615
FORTWORTH,2018,5,2881
FORTWORTH,2018,6,3025
FORTWORTH,2018,7,3286
FORTWORTH,2018,8,3337
FORTWORTH,2018,9,3076
FORTWORTH,2018,10,3556
FORTWORTH,2018,11,3051
FORTWORTH,2018,12,3017
FORTWORTH,2019,1,3557
FORTWORTH,2019,2,3025
FORTWORTH,2019,3,2441
FORTWORTH,2019,4,2985
FORTWORTH,2019,5,3505
FORTWORTH,2019,6,3514
FORTWORTH,2019,7,3734
FORTWORTH,2019,8,3714
FORTWORTH,2019,9,3709
FORTWORTH,2019,10,3677
FORTWORTH,2019,11,3371
FORTWORTH,2019,12,3429
GAINESVILLE,2012,1,179
GAINESVILLE,2012,2,125
GAINESVILLE,2012,3,99
GAINESVILLE,2012,4,179
GAINESVILLE,2012,5,158
GAINESVILLE,2012,6,160
GAINESVILLE,2012,7,163
GAINESVILLE,2012,8,156
GAINESVILLE,2012,9,158
GAINESVILLE,2012,10,182
GAINESVILLE,2012,11,157
GAINESVILLE,2012,12,133
GAINESVILLE,2013,1,192
GAINESVILLE,2013,2,137
GAINESVILLE,2013,3,110
GAINESVILLE,2013,4,106
GAINESVILLE,2013,5,144
GAINESVILLE,2013,6,171
GAINESVILLE,2013,7,163
GAINESVILLE,2013,8,151
GAINESVILLE,2013,9,142
GAINESVILLE,2013,10,162
GAINESVILLE,2013,11,118
GAINESVILLE,2013,12,130
GAINESVILLE,2014,1,183
GAINESVILLE,2014,2,109
GAINESVILLE,2014,3,89
GAINESVILLE,2014,4,148
GAINESVILLE,2014,5,143
GAINESVILLE,2014,6,162
GAINESVILLE,2014,7,200
GAINESVILLE,2014,8,159
GAINESVILLE,2014,9,180
GAINESVILLE,2014,10,153
GAINESVILLE,2014,11,102
GAINESVILLE,2014,12,129
GAINESVILLE,2015,1,152
GAINESVILLE,2015,2,121
GAINESVILLE,2015,3,137
GAINESVILLE,2015,4,143
GAINESVILLE,2015,5,148
GAINESVILLE,2015,6,159
GAINESVILLE,2015,7,157
GAINESVILLE,2015,8,122
GAINESVILLE,2015,9,160
GAINESVILLE,2015,10,124
GAINESVILLE,2015,11,108
GAINESVILLE,2015,12,148
GAINESVILLE,2016,1,170
GAINESVILLE,2016,2,123
GAINESVILLE,2016,3,98
GAINESVILLE,2016,4,113
GAINESVILLE,2016,5,172
GAINESVILLE,2016,6,154
GAINESVILLE,2016,7,149
GAINESVILLE,2016,8,123
GAINESVILLE,2016,9,140
GAINESVILLE,2016,10,124
GAINESVILLE,2016,11,149
GAINESVILLE,2016,12,113
GAINESVILLE,2017,1,172
GAINESVILLE,2017,2,126
GAINESVILLE,2017,3,105
GAINESVILLE,2017,4,109
GAINESVILLE,2017,5,149
GAINESVILLE,2017,6,126
GAINESVILLE,2017,7,135
GAINESVILLE,2017,8,143
GAINESVILLE,2017,9,130
GAINESVILLE,2017,10,145
GAINESVILLE,2017,11,111
GAINESVILLE,2017,12,103
GAINESVILLE,2018,1,145
GAINESVILLE,2018,2,107
GAINESVILLE,2018,3,108
GAINESVILLE,2018,4,125
GAINESVILLE,2018,5,144
GAINESVILLE,2018,6,152
GAINESVILLE,2018,7,164
GAINESVILLE,2018,8,133
GAINESVILLE,2018,9,138
GAINESVILLE,2018,10,141
GAINESVILLE,2018,11,133
GAINESVILLE,2018,12,127
GAINESVILLE,2019,1,228
GAINESVILLE,2019,2,121
GAINESVILLE,2019,3,90
GAINESVILLE,2019,4,104
GAINESVILLE,2019,5,99
GAINESVILLE,2019,6,129
GAINESVILLE,2019,7,134
GAINESVILLE,2019,8,146
GAINESVILLE,2019,9,151
GAINESVILLE,2019,10,131
GAINESVILLE,2019,11,114
GAINESVILLE,2019,12,119
GREENVILLE,2016,1,1261
GREENVILLE,2016,2,1005
GREENVILLE,2016,3,886
GREENVILLE,2016,4,1052
GREENVILLE,2016,5,984
GREENVILLE,2016,6,1125
GREENVILLE,2016,7,1113
GREENVILLE,2016,8,1152
GREENVILLE,2016,9,1238
GREENVILLE,2016,10,1200
GREENVILLE,2016,11,1040
GREENVILLE,2016,12,1097
GREENVILLE,2017,1,1368
GREENVILLE,2017,2,1083
GREENVILLE,2017,3,855
GREENVILLE,2017,4,960
GREENVILLE,2017,5,1017
GREENVILLE,2017,6,1147
GREENVILLE,2017,7,1241
GREENVILLE,2017,8,1209
GREENVILLE,2017,9,1246
GREENVILLE,2017,10,1308
GREENVILLE,2017,11,1013
GREENVILLE,2017,12,1191
GREENVILLE,2018,1,1392
GREENVILLE,2018,2,1194
GREENVILLE,2018,3,954
GREENVILLE,2018,4,1153
GREENVILLE,2018,5,1213
GREENVILLE,2018,6,1292
GREENVILLE,2018,7,1376
GREENVILLE,2018,8,1284
GREENVILLE,2018,9,1344
GREENVILLE,2018,10,1431
GREENVILLE,2018,11,1272
GREENVILLE,2018,12,1293
GREENVILLE,2019,1,1513
GREENVILLE,2019,2,1277
GREENVILLE,2019,3,1079
GREENVILLE,2019,4,1159
GREENVILLE,2019,5,1240
GREENVILLE,2019,6,1340
GREENVILLE,2019,7,1472
GREENVILLE,2019,8,1369
GREENVILLE,2019,9,1529
GREENVILLE,2019,10,1380
GREENVILLE,2019,11,1254
GREENVILLE,2019,12,1342
HARTFORD,2017,1,544
HARTFORD,2017,2,479
HARTFORD,2017,3,492
HARTFORD,2017,4,411
HARTFORD,2017,5,520
HARTFORD,2017,6,540
HARTFORD,2017,7,566
HARTFORD,2017,8,651
HARTFORD,2017,9,545
HARTFORD,2017,10,575
HARTFORD,2017,11,515
HARTFORD,2017,12,473
HARTFORD,2018,1,511
HARTFORD,2018,2,533
HARTFORD,2018,3,398
HARTFORD,2018,4,399
HARTFORD,2018,5,408
HARTFORD,2018,6,515
HARTFORD,2018,7,557
HARTFORD,2018,8,587
HARTFORD,2018,9,538
HARTFORD,2018,10,635
HARTFORD,2018,11,419
HARTFORD,2018,12,487
HARTFORD,2019,1,535
HARTFORD,2019,2,448
HARTFORD,2019,3,409
HARTFORD,2019,4,373
HARTFORD,2019,5,519
HARTFORD,2019,6,495
HARTFORD,2019,7,566
HARTFORD,2019,8,589
HARTFORD,2019,9,560
HARTFORD,2019,10,503
HARTFORD,2019,11,416
HARTFORD,2019,12,432
HOUSTON,2012,1,5505
HOUSTON,2012,2,4502
HOUSTON,2012,3,1946
HOUSTON,2012,4,3177
HOUSTON,2012,5,5799
HOUSTON,2012,6,5641
HOUSTON,2012,7,4585
HOUSTON,2012,8,5573
HOUSTON,2012,9,5675
HOUSTON,2012,10,5055
HOUSTON,2012,11,4822
HOUSTON,2012,12,3356
HOUSTON,2013,1,6286
HOUSTON,2013,2,4835
HOUSTON,2013,3,4961
HOUSTON,2013,4,4805
HOUSTON,2013,5,3684
HOUSTON,2013,6,7157
HOUSTON,2013,7,4288
HOUSTON,2013,8,7128
HOUSTON,2013,9,3156
HOUSTON,2013,10,5492
HOUSTON,2013,11,4099
HOUSTON,2013,12,4996
HOUSTON,2014,1,5009
HOUSTON,2014,2,4621
HOUSTON,2014,3,3542
HOUSTON,2014,4,3459
HOUSTON,2014,5,4500
HOUSTON,2014,6,6947
HOUSTON,2014,7,5269
HOUSTON,2014,8,5034
HOUSTON,2014,9,5162
HOUSTON,2014,10,4519
HOUSTON,2014,11,4162
HOUSTON,2014,12,4668
HOUSTON,2015,1,5072
HOUSTON,2015,2,2713
HOUSTON,2015,3,4094
HOUSTON,2015,4,3481
HOUSTON,2015,5,3893
HOUSTON,2015,6,4783
HOUSTON,2015,7,5343
HOUSTON,2015,8,4801
HOUSTON,2015,9,5321
HOUSTON,2015,10,3787
HOUSTON,2015,11,4775
HOUSTON,2015,12,3991
INDIANAPOLIS,2016,1,2733
INDIANAPOLIS,2016,2,1871
INDIANAPOLIS,2016,3,1690
INDIANAPOLIS,2016,4,2253
INDIANAPOLIS,2016,5,2398
