egt,att,se,method,t_stat,p_value,ci_lo,ci_hi
63,-0.34925422737106376,0.1927049206848594,TWFE_SunAb,-1.8123783561407742,0.07007601566890682,-0.7269489315570357,0.02844047681490819
64,-0.3203665521462656,0.20523203701790518,TWFE_SunAb,-1.5609967956334012,0.11868099603087684,-0.7226139531751508,0.0818808488826196
65,-0.2527080515039285,0.2166102282112585,TWFE_SunAb,-1.166648747802731,0.24348982281365758,-0.677256297480997,0.17184019447313997
66,-0.6385610085946862,0.1890945754740438,TWFE_SunAb,-3.3769398566504027,7.468508475499382e-4,-1.0091795661957028,-0.26794245099366953
67,-0.699589371401899,0.19738402952684622,TWFE_SunAb,-3.5443058543231727,4.025870562952902e-4,-1.0864549603979081,-0.31272378240588994
68,-0.7109528920445995,0.19351652368551414,TWFE_SunAb,-3.6738614279779904,2.4512576206562004e-4,-1.0902383088815994,-0.33166747520759965
69,-0.599755397019186,0.18287065732004323,TWFE_SunAb,-3.279669936164498,0.0010569337049368722,-0.9581752991956367,-0.24133549484273537
70,-0.6424335064863071,0.18764715427850379,TWFE_SunAb,-3.423625095496064,6.302365751541543e-4,-1.0102151706736056,-0.27465184229900874
71,-0.5951917168956233,0.18062742410148114,TWFE_SunAb,-3.2951348326886913,0.001000744410932441,-0.9492149627547684,-0.24116847103647832
72,-0.6021530656370462,0.18031522289639787,TWFE_SunAb,-3.3394466421896056,8.547018809617177e-4,-0.955564408378298,-0.24874172289579433
73,-0.5917426285984428,0.17740448196432715,TWFE_SunAb,-3.3355562500243465,8.66684250203458e-4,-0.9394490239445095,-0.24403623325237617
74,-0.5578855968503507,0.1801411841549758,TWFE_SunAb,-3.0969353258519754,0.0019821758644204303,-0.9109558299265006,-0.2048153637742008
75,-0.5248508951253625,0.1789634172112699,TWFE_SunAb,-2.932727276355958,0.003397770029065435,-0.8756127474096671,-0.17408904284105803
76,-0.494541483508992,0.17566958543761027,TWFE_SunAb,-2.8151798860174937,0.004922231958929941,-0.83884754414579,-0.15023542287219405
77,-1.0353494787222413,0.17714236873189115,TWFE_SunAb,-5.844730914089025,5.900640514209384e-9,-1.382542141572862,-0.6881568158716205
78,-1.2106956591414513,0.17344493370646624,TWFE_SunAb,-6.98028840202621,3.979117539256257e-12,-1.5506414825070622,-0.8707498357758403
